Tiempo, warmup, velocidad autos, velocidad buses, transportadas auto, transportadas buses
7007.00, 327.62, 0.4292, 2.8006, 4195, 3193
6942.00, 324.88, 0.3539, 2.8372, 4040, 3146
7487.00, 376.88, 0.4472, 2.8193, 4570, 3366
7429.00, 320.38, 0.4501, 2.8041, 4451, 3420
6652.00, 440.38, 0.4615, 2.8260, 3792, 2890
7288.00, 380.12, 0.4223, 2.8098, 4401, 3344
9157.00, 260.62, 0.2879, 2.7843, 5396, 4146
